"Mã TTHC","Tên TTHC","Mã cơ quan công bố","Cơ quan công bố","Lĩnh vực","Cấp thực hiện"
"1.009455","Công bố hoạt động bến khách ngang sông, bến thủy nội địa phục vụ thi công công trình chính","000.00.00.G04","Bộ Giao thông vận tải","Đường thủy nội địa","Cấp Huyện"
"1.009455","Công bố hoạt động bến khách ngang sông, bến thủy nội địa phục vụ thi công công trình chính","000.00.00.G04","Bộ Giao thông vận tải","Đường thủy nội địa","Cấp Tỉnh"
"1.009456","Công bố hoạt động  cảng thủy nội địa","000.00.00.G04","Bộ Giao thông vận tải","Đường thủy nội địa","Cấp Tỉnh"
"1.009458","Công bố hoạt động cảng thủy nội địa trường hợp không còn nhu cầu tiếp nhận phương tiện thủy nước ngoài","000.00.00.G04","Bộ Giao thông vận tải","Đường thủy nội địa","Cấp Tỉnh"
"1.009459","Công bố mở luồng chuyên dùng nối với luồng quốc gia, luồng chuyên dùng nối với luồng địa phương","000.00.00.G04","Bộ Giao thông vận tải","Đường thủy nội địa","Cấp Tỉnh"
"1.009460","Công bố đóng luồng đường thủy nội địa khi không có nhu cầu khai thác, sử dụng","000.00.00.G04","Bộ Giao thông vận tải","Đường thủy nội địa","Cấp Tỉnh"
"1.009461","Thông báo luồng đường thủy nội địa chuyên dùng","000.00.00.G04","Bộ Giao thông vận tải","Đường thủy nội địa","Cấp Tỉnh"
"1.009462","Thỏa thuận thông số kỹ thuật xây dựng cảng thủy nội địa","000.00.00.G04","Bộ Giao thông vận tải","Đường thủy nội địa","Cấp Tỉnh"
"1.009463","Thỏa thuận về nội dung liên quan đến đường thủy nội địa đối với công trình không thuộc kết cấu hạ tầng đường thủy nội địa và các hoạt động trên đường thủy nội địa","000.00.00.G04","Bộ Giao thông vận tải","Đường thủy nội địa","Cấp Tỉnh"
"1.009464","Công bố hạn chế giao thông đường thủy nội địa","000.00.00.G04","Bộ Giao thông vận tải","Đường thủy nội địa","Cấp Tỉnh"
"1.009465","Chấp thuận phương án bảo đảm an toàn giao thông","000.00.00.G04","Bộ Giao thông vận tải","Đường thủy nội địa","Cấp Tỉnh"
"1.009466","Thành lập Hội đồng thương lượng tập thể","000.00.00.G07","Bộ Lao động - Thương binh và Xã hội","Lao động","Cấp Tỉnh"
"1.009467","Thay đổi Chủ tịch Hội đồng thương lượng tập thể, đại diện Ủy ban nhân dân cấp tỉnh, chức năng, nhiệm vụ, kế hoạch, thời gian hoạt động của Hội đồng thương lượng tập thể.","000.00.00.G07","Bộ Lao động - Thương binh và Xã hội","Lao động","Cấp Tỉnh"
"1.009478","Đăng ký công bố hợp quy  đối với các sản phẩm, hàng  hóa sản xuất trong nước  được quản lý bởi các quy  chuẩn kỹ thuật quốc gia do  Bộ Nông nghiệp và Phát  triển nông thôn ban hành","000.00.00.G10","Bộ Nông nghiệp và Phát triển nông thôn","Khoa học, Công nghệ và Môi trường","Cấp Tỉnh"
"1.009481","Công nhận khu vực biển cấp tỉnh","000.00.00.G13","Bộ Tài nguyên và Môi trường","Biển và hải đảo","Cấp Tỉnh"
"1.009482","Công nhận khu vực biển cấp huyện","000.00.00.G13","Bộ Tài nguyên và Môi trường","Biển và hải đảo","Cấp Huyện"
"1.009483","Giao khu vực biển cấp huyện","000.00.00.G13","Bộ Tài nguyên và Môi trường","Biển và hải đảo","Cấp Huyện"
"1.009484","Gia hạn thời hạn giao khu vực biển cấp huyện","000.00.00.G13","Bộ Tài nguyên và Môi trường","Biển và hải đảo","Cấp Huyện"
"1.009485","Trả lại khu vực biển cấp huyện","000.00.00.G13","Bộ Tài nguyên và Môi trường","Biển và hải đảo","Cấp Huyện"
"1.009486","Sửa đổi, bổ sung quyết định giao khu vực biển cấp huyện","000.00.00.G13","Bộ Tài nguyên và Môi trường","Biển và hải đảo","Cấp Huyện"
"1.009491","Thẩm định báo cáo nghiên cứu tiền khả thi, quyết định chủ trương đầu tư dự án PPP do nhà đầu tư đề xuất (Cấp tỉnh)","000.00.00.G05","Bộ Kế hoạch và Đầu tư","Đầu tư theo phương thức đối tác công tư","Cấp Tỉnh"
"1.009492","Thẩm định báo cáo nghiên cứu khả thi, quyết định phê duyệt dự án PPP do nhà đầu tư đề xuất (cấp tỉnh)","000.00.00.G05","Bộ Kế hoạch và Đầu tư","Đầu tư theo phương thức đối tác công tư","Cấp Tỉnh"
"1.009493","Thẩm định nội dung điều chỉnh chủ trương đầu tư, quyết định điều chỉnh chủ trương đầu tư dự án PPP do nhà đầu tư đề xuất (cấp tỉnh)","000.00.00.G05","Bộ Kế hoạch và Đầu tư","Đầu tư theo phương thức đối tác công tư","Cấp Tỉnh"
"1.009494","Thẩm định nội dung điều chỉnh báo cáo nghiên cứu khả thi, quyết định phê duyệt điều chỉnh dự án PPP do nhà đầu tư đề xuất (cấp tỉnh)","000.00.00.G05","Bộ Kế hoạch và Đầu tư","Đầu tư theo phương thức đối tác công tư","Cấp Tỉnh"
"1.009566","Cấp Giấy chứng nhận lưu hành tự do (CFS) đối với mỹ phẩm sản xuất trong nước để xuất khẩu","000.00.00.G18","Bộ Y tế","Mỹ phẩm","Cấp Tỉnh"
"1.009642","Thủ tục chấp thuận nhà đầu tư của UBND cấp tỉnh","000.00.00.G05","Bộ Kế hoạch và Đầu tư","Đầu tư tại Việt nam","Cấp Tỉnh"
"1.009644","Thủ tục điều chỉnh văn bản chấp thuận nhà đầu tư của UBND cấp tỉnh","000.00.00.G05","Bộ Kế hoạch và Đầu tư","Đầu tư tại Việt nam","Cấp Tỉnh"
"1.009645","Thủ tục chấp thuận chủ trương đầu tư của UBND cấp tỉnh","000.00.00.G05","Bộ Kế hoạch và Đầu tư","Đầu tư tại Việt nam","Cấp Tỉnh"
"1.009646","Điều chỉnh dự án đầu tư thuộc thẩm quyền chấp thuận chủ trương đầu tư của Ủy ban nhân dân cấp tỉnh","000.00.00.G05","Bộ Kế hoạch và Đầu tư","Đầu tư tại Việt nam","Cấp Tỉnh"
"1.009647","Thủ tục điều chỉnh dự án đầu tư trong trường hợp đã được cấp Giấy chứng nhận đăng ký đầu tư và không thuộc diện chấp thuận điều chỉnh chủ trương đầu tư của UBND cấp tỉnh","000.00.00.G05","Bộ Kế hoạch và Đầu tư","Đầu tư tại Việt nam","Cấp Tỉnh"
"1.009649","Thủ tục điều chỉnh dự án đầu tư trong trường hợp nhà đầu tư chuyển nhượng một phần hoặc toàn bộ dự án đầu tư đối với dự án thuộc thẩm quyền chấp thuận của UBND cấp tỉnh","000.00.00.G05","Bộ Kế hoạch và Đầu tư","Đầu tư tại Việt nam","Cấp Tỉnh"
"1.009650","Thủ tục điều chỉnh dự án đầu tư trong trường hợp nhà đầu tư nhận chuyển nhượng dự án đầu tư là tài sản bảo đảm đối với dự án thuộc thẩm quyền chấp thuận của UBND cấp tỉnh","000.00.00.G05","Bộ Kế hoạch và Đầu tư","Đầu tư tại Việt nam","Cấp Tỉnh"
"1.009652","Thủ tục điều chỉnh dự án đầu tư trong trường hợp chia, tách, sáp nhập dự án đầu tư đối với dự án thuộc thẩm quyền chấp thuận của UBND cấp tỉnh","000.00.00.G05","Bộ Kế hoạch và Đầu tư","Đầu tư tại Việt nam","Cấp Tỉnh"
"1.009653","Thủ tục điều chỉnh dự án đầu tư trong trường hợp chia, tách, hợp nhất, sáp nhập, chuyển đổi loại hình tổ chức kinh tế đối với dự án thuộc thẩm quyền chấp thuận của UBND cấp tỉnh","000.00.00.G05","Bộ Kế hoạch và Đầu tư","Đầu tư tại Việt nam","Cấp Tỉnh"
"1.009654","Thủ tục điều chỉnh dự án đầu tư trong trường hợp sử dụng quyền sử dụng đất, tài sản gắn liền với đất thuộc dự án đầu tư để góp vốn vào doanh nghiệp đối với dự án thuộc thẩm quyền chấp thuận của UBND cấp tỉnh","000.00.00.G05","Bộ Kế hoạch và Đầu tư","Đầu tư tại Việt nam","Cấp Tỉnh"
"1.009655","Thủ tục điều chỉnh dự án đầu tư trong trường hợp sử dụng quyền sử dụng đất, tài sản gắn liền với đất thuộc dự án đầu tư để hợp tác kinh doanh đối với dự án thuộc thẩm quyền chấp thuận của UBND tỉnh","000.00.00.G05","Bộ Kế hoạch và Đầu tư","Đầu tư tại Việt nam","Cấp Tỉnh"
"1.009656","Thủ tục điều chỉnh dự án đầu tư theo bản án, quyết định của tòa án, trọng tài đối với dự án đầu tư đã được chấp thuận chủ trương đầu tư của UBND cấp tỉnh (Khoản 3 Điều 54 Nghị định số 31/2021/NĐ-CP)","000.00.00.G05","Bộ Kế hoạch và Đầu tư","Đầu tư tại Việt nam","Cấp Tỉnh"
"1.009657","Thủ tục điều chỉnh dự án đầu tư theo bản án, quyết định của tòa án, trọng tài đối với dự án đầu tư đã được cấp Giấy chứng nhận đăng ký đầu tư và không thuộc diện chấp thuận chủ trương đầu tư của UBND cấp tỉnh hoặc dự án đã được chấp thuận chủ trương đầu tư nhưng không thuộc trường hợp quy định tại khoản 3 Điều 41 của Luật Đầu tư (Khoản 4 Điều 54 Nghị định số 31/2021/NĐ-CP)","000.00.00.G05","Bộ Kế hoạch và Đầu tư","Đầu tư tại Việt nam","Cấp Tỉnh"
"1.009659","Thủ tục gia hạn thời hạn hoạt động của dự án đầu tư thuộc thẩm quyền chấp thuận chủ trương đầu tư của UBND cấp tỉnh hoặc Sở Kế hoạch và Đầu tư cấp Giấy chứng nhận đăng ký đầu tư","000.00.00.G05","Bộ Kế hoạch và Đầu tư","Đầu tư tại Việt nam","Cấp Tỉnh"
"1.009661","Thủ tục ngừng hoạt động của dự án đầu tư thuộc thẩm quyền chấp thuận chủ trương đầu tư của UBND cấp tỉnh hoặc Sở Kế hoạch và Đầu tư cấp Giấy chứng nhận đăng ký đầu tư","000.00.00.G05","Bộ Kế hoạch và Đầu tư","Đầu tư tại Việt nam","Cấp Tỉnh"
"1.009662","Thủ tục chấm dứt hoạt động của dự án đầu tư đối với dự án đầu tư thuộc thẩm quyền chấp thuận chủ trương đầu tư của UBND cấp tỉnh hoặc Sở Kế hoạch và Đầu tư cấp Giấy chứng nhận đăng ký đầu tư","000.00.00.G05","Bộ Kế hoạch và Đầu tư","Đầu tư tại Việt nam","Cấp Tỉnh"
"1.009664","Thủ tục cấp Giấy chứng nhận đăng ký đầu tư đối với dự án không thuộc diện chấp thuận chủ trương đầu tư","000.00.00.G05","Bộ Kế hoạch và Đầu tư","Đầu tư tại Việt nam","Cấp Tỉnh"
"1.009665","Thủ tục cấp lại và hiệu đính thông tin trên Giấy chứng nhận đăng ký đầu tư","000.00.00.G05","Bộ Kế hoạch và Đầu tư","Đầu tư tại Việt nam","Cấp Tỉnh"
"1.009669","Tính tiền cấp quyền khai thác tài nguyên nước đối với công trình chưa vận hành cấp tỉnh","000.00.00.G13","Bộ Tài nguyên và Môi trường","Tài nguyên nước","Cấp Tỉnh"
"1.009671","Thủ tục đổi Giấy chứng nhận đăng ký đầu tư","000.00.00.G05","Bộ Kế hoạch và Đầu tư","Đầu tư tại Việt nam","Cấp Tỉnh"
"1.009729","Thủ tục thực hiện hoạt động đầu tư theo hình thức góp vốn, mua cổ phần, mua phần vốn góp đối với nhà đầu tư nước ngoài","000.00.00.G05","Bộ Kế hoạch và Đầu tư","Đầu tư tại Việt nam","Cấp Tỉnh"
"1.009731","Thủ tục thành lập văn phòng điều hành của nhà đầu tư nước ngoài trong hợp đồng BCC","000.00.00.G05","Bộ Kế hoạch và Đầu tư","Đầu tư tại Việt nam","Cấp Tỉnh"
"1.009736","Thủ tục chấm dứt hoạt động văn phòng điều hành của nhà đầu tư nước ngoài trong hợp đồng BCC","000.00.00.G05","Bộ Kế hoạch và Đầu tư","Đầu tư tại Việt nam","Cấp Tỉnh"
"1.009742","Thủ tục chấp thuận chủ trương đầu tư của Ủy ban nhân dân cấp tỉnh đối với dự án đầu tư xây dựng và kinh doanh sân gôn","000.00.00.G05","Bộ Kế hoạch và Đầu tư","Đầu tư tại Việt nam","Cấp Tỉnh"
"1.009748","Thủ tục chấp thuận chủ trương đầu tư của Ban Quản lý quy định tại khoản 7 Điều 33 Nghị định số 31/2021/NĐ-CP","000.00.00.G05","Bộ Kế hoạch và Đầu tư","Đầu tư tại Việt nam","Cấp Tỉnh"
"1.009755","Thủ tục chấp thuận nhà đầu tư đối với dự án đầu tư thực hiện tại khu kinh tế quy định tại khoản 4 Điều 30 của Nghị định số 31/2021/NĐ-CP","000.00.00.G05","Bộ Kế hoạch và Đầu tư","Đầu tư tại Việt nam","Cấp Tỉnh"
"1.009756","Thủ tục cấp Giấy chứng nhận đăng ký đầu tư đối với dự án không thuộc diện chấp thuận chủ trương đầu tư (BQL)","000.00.00.G05","Bộ Kế hoạch và Đầu tư","Đầu tư tại Việt nam","Cấp Tỉnh"
"1.009757","Thủ tục điều chỉnh dự án đầu tư thuộc thẩm quyền chấp thuận chủ trương đầu tư của Ủy ban nhân dân cấp tỉnh (BQL)","000.00.00.G05","Bộ Kế hoạch và Đầu tư","Đầu tư tại Việt nam","Cấp Tỉnh"
"1.009759","Thủ tục điều chỉnh dự án đầu tư thuộc thẩm quyền chấp thuận chủ trương đầu tư của Ban Quản lý","000.00.00.G05","Bộ Kế hoạch và Đầu tư","Đầu tư tại Việt nam","Cấp Tỉnh"
"1.009760","Thủ tục điều chỉnh dự án đầu tư trong trường hợp dự án đã được cấp Giấy chứng nhận đăng ký đầu tư và không thuộc diện chấp thuận điều chỉnh chủ trương đầu tư đối với dự án đầu tư thuộc thẩm quyền chấp thuận chủ trương đầu tư của UBND cấp tỉnh hoặc Ban Quản lý","000.00.00.G05","Bộ Kế hoạch và Đầu tư","Đầu tư tại Việt nam","Cấp Tỉnh"
"1.009762","Thủ tục điều chỉnh dự án đầu tư trong trường hợp nhà đầu tư chuyển nhượng một phần hoặc toàn bộ dự án đầu tư đối với dự án đầu tư thuộc thẩm quyền chấp thuận chủ trương đầu tư của UBND cấp tỉnh hoặc Ban Quản lý","000.00.00.G05","Bộ Kế hoạch và Đầu tư","Đầu tư tại Việt nam","Cấp Tỉnh"
"1.009763","Thủ tục điều chỉnh dự án đầu tư trong trường hợp nhà đầu tư nhận chuyển nhượng dự án đầu tư là tài sản bảo đảm đối với dự án đầu tư thuộc thẩm quyền chấp thuận chủ trương đầu tư của UBND cấp tỉnh hoặc Ban Quản lý","000.00.00.G05","Bộ Kế hoạch và Đầu tư","Đầu tư tại Việt nam","Cấp Tỉnh"
